label,F3,F4,C3,Cz,C4,P3,P4,accX,accY,accZ
L,-3.8747265816592400,-0.48847031764356800,-4.089158066047740,-0.21679487597140900,-5.201853772961200,-0.43495989664329600,1.7956257537822500,12.0,799.125,-470.6875
R,4.393210966748940,1.6263269184843300,4.825481603814470,2.3749938156699100,5.754951041438300,1.9217376114569000,3.989900649151810,14.5,791.875,-484.0
R,-0.9675877571203070,0.8176366205218570,-3.142220764252770,-3.5001244452165500,-2.7062126449942600,-2.062064138873700,-6.8019229832662400,14.875,793.1875,-481.625
R,-0.7992578012031230,-1.4846162524583600,0.6794319930297410,1.9423783351476000,0.37103111246594700,0.6854402166939710,3.146967976397680,22.625,787.8125,-486.875
R,2.4600761054061200,1.1275501150738200,1.1817887230973500,-0.5320093945421020,0.7147339668774550,1.0229663462177500,5.174127766800410,35.0625,760.375,-525.625
R,-4.43419467774078,-3.870733945558370,-2.445942420671500,-0.12801564705692400,-3.838193411710180,-0.769914662105738,-8.662660763054980,47.25,781.625,-493.0625
R,1.7785488430012800,2.7437516233544400,0.7014764421491660,-1.2816724142617200,3.4172742042381100,-2.3596979278683000,6.494517888116990,52.3125,777.0,-498.3125
R,-2.235831902271910,-3.366154125875580,-1.8281771558366600,-0.528781769915405,-5.418363309334570,0.2682027938507580,-5.514960204775100,45.1875,773.9375,-502.75
R,4.12126467448111,4.021908562260710,1.9604435706665900,0.4782368325772170,5.022225292089020,-0.16217651378022900,4.660045664847250,42.25,774.6875,-500.875
R,-3.4603764350473100,-3.609844446174270,-0.9227290382143090,0.798952674423105,-5.228752835377210,2.1394373964499000,-4.251622220180410,33.5,775.8125,-501.5
R,2.4785429147222900,1.9982184694925600,1.521977617331220,0.13760035128957500,5.889702445302980,-1.3388031196439500,3.2632848669347700,44.1875,761.0,-523.9375
R,-0.7221100874508590,0.21169188197319400,-0.6265630659403140,-0.08394397488357090,-5.8895697832835100,1.3840313835830800,-1.0741429715331900,34.6875,772.9375,-500.375
R,1.3139761029429600,1.5652073603535800,0.4318229912672890,0.5768163998484120,6.800833629992980,-2.0876583403745800,-3.0337352742867200,26.25,743.625,-554.0
R,-7.971717595445830,-9.02432424577407,-6.333895636062420,-5.630337874582810,-11.676711015292400,-4.463864410631800,-3.299560743409140,30.875,787.9375,-482.0625
R,7.983189547112760,10.329737812857000,7.28687055466392,6.022784057853210,12.585309840550000,7.038433888034250,9.786965533310190,13.4375,775.75,-508.125
R,-3.2664106341519000,-5.240454369601620,-3.696611047893730,-3.1516876030196500,-9.260028315131540,-2.6944493000139600,-5.715176195278070,19.9375,785.9375,-490.0625
R,3.910223553762490,2.8220867984761200,3.4786293089226100,3.453644991621290,8.46310507847083,1.3806724315544100,2.589311363699130,32.8125,770.625,-511.3125
R,1.3326355274685000,2.7309953205695600,1.0620859786538400,1.406619578946230,-3.836181935473200,2.903430270670660,1.8913839925128400,42.25,805.625,-452.875
R,-5.961924943362630,-5.876645478722060,-5.477712972426990,-5.702881486436650,-0.5030387339852900,-6.503918374397060,-5.4650793595344200,38.5,766.0625,-521.5625
R,1.880105039387170,2.1487689026010200,3.1324803617313000,3.4373420467993400,-1.5230972767188900,4.347576320604890,2.828178865179830,30.625,788.125,-485.5
R,2.777538778994250,1.5197854042230000,1.0895551263192900,-0.28503659860225600,4.617893937786090,0.12612729289005600,0.9307548767811020,26.375,782.3125,-495.8125
R,-2.5761754152075200,-2.091868704133450,-0.4715563812603800,0.3082240754017620,-5.632224878244380,-0.8746472394859540,-0.851558811348247,40.0625,799.875,-463.6875
R,-2.1427572678537300,-1.7307653363299000,-2.677416722953470,-3.8477546478199200,2.263948431240140,-2.7908066358953900,-2.8556758849972200,63.875,771.875,-509.0
R,7.295902135031560,4.746125898560740,4.944356231857380,6.642505427073000,-0.49230633697681700,5.3895166147226200,4.291964394373720,45.4375,823.6875,-424.3125
R,-8.460747899049330,-4.836545976720250,-5.954415306776260,-5.873671797831250,1.4392496391556700,-6.952887599591440,-5.227872883427090,42.375,789.1875,-487.4375
N,6.1131211617963700,3.2285310962762100,4.642979037855730,3.9524998759901700,-1.5090650268002100,6.503216190741790,5.270954229287740,50.1875,777.9375,-495.5625
N,-2.693165938000020,-0.7077695431458180,-1.6038726033470300,-1.4643067629017500,4.910570697334900,-4.373748883009000,-3.3372993128185100,51.0,769.5625,-508.4375
N,-0.9692677166142670,-1.353759752823660,-1.2341999079249000,-1.3825955991271800,-5.138154002605220,1.5845945275384100,2.2064034901160300,47.9375,783.1875,-491.0
N,1.520404139908270,1.2603083233753100,2.007565875098270,1.8277625519337300,2.8101772330738300,-0.924483924666003,-0.805392536821034,53.5625,778.0625,-497.8125
N,-1.4100418396044400,0.19894587978034900,-1.749265520711350,-1.4354527546124500,-0.7549195166038050,1.1973081095678900,1.2207140740301400,45.0625,773.875,-502.1875
N,1.0573081735672200,-1.0522013180646300,0.9798952668126760,0.9145754941509560,-0.4082323060809160,-1.118823094084710,-2.976270901714040,41.6875,756.8125,-524.25
N,-0.2317252734086490,0.18536033216984400,-0.3311836137238220,-0.5251840825816610,-0.3759977365516240,1.3194987370465700,4.077497239761380,40.75,762.5625,-517.75
N,1.527287900360290,3.101877353459220,0.6600353195715040,2.134912211183530,2.781294977619140,-0.02165893070323960,-2.8504973680830400,49.625,784.3125,-492.25
N,2.0964153542031700,-0.3035161167658170,1.4663336256966800,0.5951023963991250,-0.1998942586506030,1.9371057860429600,2.2230696032579700,48.9375,784.8125,-490.0
N,-4.779501745037250,-2.9066506372505200,-3.1063643875287600,-3.1897544863636500,-2.3041980225795500,-4.119352201304730,-3.4019694240893500,46.375,786.0625,-490.4375
N,2.3777343286980600,0.6735889305321070,1.9178815798192100,1.6467964789793500,0.5429750125796260,3.169357470551510,0.36045574954144500,49.3125,789.625,-484.5
N,-1.7687835630379700,0.09663283982511850,-2.741494108095400,-2.3477124779720500,-0.6293329387114460,-2.0747589809017200,3.5662379559528900,53.0625,784.875,-489.25
N,1.0597350898686600,-0.6341846714259590,2.3648648460388300,2.631495466145450,1.528110848247330,1.4629188236412600,-3.3121245746202200,50.25,774.8125,-501.375
N,0.9947856119859580,1.8551140023280400,0.8596995307262370,-0.4926425114162450,-0.886994552182208,0.9114903501944130,3.056137935441660,44.125,775.1875,-501.5
N,-2.1312374752935900,-1.682677969176940,-1.9882119978970100,-1.725095712282550,-0.329662930925428,-1.555240776875990,-4.105310438361070,39.9375,779.5625,-498.875
N,0.09411567130793220,-0.37244899351596100,0.08393285250990440,0.7925145257025510,-0.14107405481412000,-1.6262746210360100,0.9989484612405670,43.375,778.5625,-497.8125
N,0.7283876259277010,0.5914312302113850,-0.07491501685236130,0.6198585011974980,0.3048496243599740,1.2468662674148500,-1.4480729323148700,41.8125,776.6875,-499.9375
N,-0.7014554176437000,0.7319573716370190,0.10638196873582800,-1.1690415914062300,-0.16033114560894600,0.11656413777897800,4.1601954082215600,40.1875,777.0,-502.6875
N,0.12693537193252900,-0.9024268817918290,-0.48278192211511600,0.21586463010709300,-0.30076333335552300,-0.739321564292034,-3.633711205473610,34.0,779.25,-497.875
N,-0.6871905241006890,-0.6358196909535880,0.19188375575612000,-0.02709419500331820,0.007441109617701930,0.613585446718682,3.9559119517532300,31.125,778.0625,-498.8125
N,1.5879167722945400,2.461303036978350,1.429120097293530,1.707510725584910,1.6379009589224600,0.9510435687764450,-1.6789285303405700,35.125,774.8125,-500.75
N,-1.0952420291486800,-2.650694640443460,-1.3719569606803900,-1.7682848518051000,-1.5979129686879500,0.2967578183238310,0.14675001623630900,36.125,769.8125,-507.8125
N,0.17112046992403200,1.7311431385466500,1.6094814354809000,1.7973211474578400,1.4546828282594700,-0.19212895213152800,0.16606273383907800,31.125,765.625,-513.5
N,-0.3547840563870880,-0.7891996443639940,-1.8453533142171800,-1.80673252581834,-0.1539059545307800,-0.9600337021174050,-1.103335183755210,31.875,763.125,-516.875
N,-1.0298413089869300,-0.6660621624041000,0.8045379837930180,0.7466266938919890,-1.5580991261943100,1.1805969844140600,-0.3780743616601850,27.6875,762.3125,-517.125
N,2.7383465329957800,0.7945844728525800,0.4663423720255260,-0.03526948785294750,0.5720712533763610,-0.831589791352684,2.5230932613844300,25.0,759.5625,-521.3125
N,-1.004707011476350,0.06049112745602900,0.062008994568886800,0.03831147016448930,0.4121738005823860,-0.3048817682442850,-2.1014975651378500,30.75,757.3125,-526.1875
N,0.5361257385574700,0.8546358115279710,-0.17178946539885700,0.6418139735396620,0.10073990168433800,-0.31561532085881600,-0.6813417839575190,33.6875,756.9375,-525.0625
L,-1.68434913127487,-1.2791598079001600,-0.3496977872983910,-0.8942752856070630,-0.9356552618847220,-0.416215432285898,0.33170156608319400,32.0,756.1875,-528.3125
L,3.3494847466411600,1.8361589815570000,1.1674694092224500,-0.7858194895665170,0.8343240250050400,1.2949528021516600,-0.07196458666528130,39.125,764.375,-516.0625
L,-1.224144658305420,-1.361073682467040,0.4846166951175990,3.6113121456819800,1.8472905009571300,1.1535064130282400,-4.900065559096860,23.75,783.25,-489.0
L,3.5078038365370100,5.435274299873690,1.2346085865377600,0.3612528202786190,0.2800343325386910,0.8280886529235360,9.605376438113400,2.3125,790.75,-482.625
L,-6.1656342563125000,-7.502990168286350,-2.9118386758500500,-3.665425837213210,-2.0013655466271800,-2.4478744071838200,-5.300505725287250,-10.625,808.375,-462.5625
L,-1.0690322602457800,0.7714862610894050,-3.0795018624229600,-0.08988903393411340,-1.8479512040478900,-0.6980974037184090,8.014023959508090,28.0625,788.875,-486.125
L,4.191685832612120,1.6796923127664000,6.068549610086430,2.812652010663290,4.492734159879170,3.2824075015634500,-7.867671578863440,24.1875,777.4375,-500.25
L,-5.255028192137560,-1.41124084888885,-7.7758818549426400,-4.65998675934157,-6.223968548775880,-4.480579569732590,4.755376708074370,58.875,780.875,-492.375
L,6.262615732312410,2.7244114960627600,8.366098911105900,4.418339124971310,6.852895019909940,4.403528206702430,-4.115906273817580,14.4375,766.8125,-513.375
L,-5.344480337719270,-2.3025966673625800,-6.8715981681985100,-2.12464159528116,-5.266272986581300,-4.016310659517470,5.139252595829110,52.625,785.9375,-487.875
L,5.068581015927230,1.4697373348282000,5.902162980058010,1.0767910813634600,3.324376193393850,3.498734240819940,-7.601702023667320,30.1875,778.5625,-501.6875
L,-5.346424164787190,-3.214518758005610,-6.054909522649940,-1.6191456897220400,-4.4400523865919500,-2.8479000751254400,3.5041978769997300,20.625,784.125,-488.125
L,6.391882840787210,5.32429168451919,7.099391122276930,0.48883121221333400,3.5573936587190000,-0.7736186396137970,-1.979728054410050,10.625,784.4375,-485.5
L,-2.584905707064520,-2.233025205351280,-3.757307072350070,0.7200602307247060,-0.17487098648683100,0.056266886080028100,-0.6155566212147480,15.625,793.625,-487.25
L,0.21989645214823400,-0.5582395212231060,2.148005201435810,-0.8474249213732340,-0.3649069743320350,0.7789885944918950,3.630634520642000,12.3125,789.5625,-487.9375
L,2.3358486177854500,2.6137328632146200,0.41980893664230600,3.4240516028452900,2.0504278583585600,2.3489217466592600,-3.144778509019570,-6.4375,785.25,-492.3125
L,-4.633363094216140,-3.6650287069853600,-5.469081853986320,-4.7340594877939100,-5.078146662965050,-2.37505470747663,10.640565467775500,23.3125,781.3125,-498.5
L,2.671832991553740,1.2487653400990200,5.256942331006890,2.8171205436306600,5.496994006437830,1.411390856771520,-10.514785179270400,11.0,779.125,-501.1875
L,-1.9742432103311100,0.7261265705074700,-3.5605461662850500,0.5447678621488030,-3.212856749776420,0.10553340934513300,2.895439430479670,16.9375,774.125,-505.0
L,3.4714606935128200,1.813579017606460,4.283945742734360,-0.686859508354104,3.696483369052100,-0.3775107355432780,-2.0828749054863000,8.6875,782.5,-490.1875
L,-3.107469899602590,-2.1653199080141500,-5.5704753624514300,-0.7011078126993460,-4.902226796589040,-1.7601223306470800,2.6465175914782000,17.75,813.375,-452.9375
L,1.7284625289527900,0.5738001446851990,4.175825474506290,-0.42883395512994500,2.7936123392588700,1.8919289183418100,-2.1313858790323100,4.0,783.8125,-492.625
L,-1.4587261455287900,-1.6446037951171600,-1.230971135084900,1.955640572132000,-0.7121080460375980,-0.4668949999049730,0.19992779914991100,0.1875,796.1875,-480.5625
L,0.129386960985285,0.6726202759786410,0.7432559429693170,-2.3796771687210600,-0.31812491911294600,-1.1275881406597100,-2.168821121824140,18.5625,771.1875,-505.3125
L,0.6104625395040790,0.5164261624926490,-0.4751997612851200,1.1869437636299800,0.1397527500924430,1.2460162521287700,2.084171810837800,24.125,780.0,-502.5
L,-1.3257391755138600,-0.6943336991983850,-1.8762279509927300,-1.3431733071097900,-1.9124409926143000,-2.069677658743990,0.7937287035570040,23.9375,781.9375,-494.6875
L,2.769000858681220,-0.5745833490476620,3.4229954857698600,2.3953995780788000,4.069089149421330,2.5179500000532900,-0.9738461215617780,-3.75,785.9375,-496.5
L,-5.943956124916690,-0.6997092323573610,-6.435439027296340,-4.241654047370790,-5.6519525846553700,-0.7631079613177030,0.8136193280576550,-20.625,783.5,-494.1875
L,5.214542741401040,1.8425133066005700,6.803853320838850,3.427494506441880,5.213346970877600,1.0685149922733000,-1.3143890230121800,-6.75,766.75,-514.5625
L,-5.13944836643733,-2.7252401975009900,-5.548281733510720,-1.5127262984797900,-3.2059708612088800,-1.752439084230870,1.6222773018148900,8.875,774.4375,-503.4375
L,6.53148596494639,4.214869193968450,5.865937870707630,2.0929897723382800,2.959384710567420,2.151295244137830,-2.0377605284602800,28.0625,762.375,-519.8125
L,-5.716991079160830,-4.671140352342270,-6.421494493071310,-3.035163006870640,-4.161683730581630,-3.49989898553925,-2.702116454197320,33.125,774.0,-506.25
L,6.39104888856227,5.375153758251060,7.874800099681650,3.18990479774671,3.9564104219560800,3.5611197990575000,7.550591275982370,37.25,778.9375,-496.3125
L,-4.127067491225640,-4.536733052393910,-5.8735372310767200,-1.2847906648910700,-0.853210678821597,-1.5676128275399500,-6.934711039058440,11.6875,803.3125,-464.8125
L,1.0513875170987400,2.408027716199750,3.993691937895330,0.4351188019153070,-1.3426917001959000,-0.3838988481509570,6.427483153450880,4.1875,799.5,-472.5625
L,0.4502397596660210,-1.6928376542991900,-1.6077388746969200,-0.1992908638961310,2.7769097164788300,0.5638079202489540,-7.450468948325120,-25.5625,782.6875,-498.6875
L,-1.071214639658490,3.224457416811430,-1.9024421120764600,-0.42815901023905300,-4.860304443044290,1.0636347182469700,9.454183747133360,10.4375,807.625,-450.8125
L,-0.8093443531025260,-4.117699679623250,0.9735099816073480,-0.3543161813843970,4.406584127925980,-1.7353462944556800,-8.894599935051160,1.8125,793.625,-482.125
L,-0.5515824432323660,1.8717904170661400,-3.8644721249958500,-0.6048816519178940,-4.796572596420880,0.3957046380015460,8.055063003160130,-0.4375,802.0,-471.0
L,0.2063938545780110,-1.4561289018302500,5.567645105244960,-0.28181454407420200,4.705891148832710,2.1883735158804800,-5.507944833959250,-29.875,795.875,-476.8125
L,-1.9136132822663100,0.8621289779044080,-5.594413059675800,0.8724571584998080,-5.420113747928940,-2.803298848112770,0.7318124983326510,-2.1875,808.75,-452.1875
L,7.326665109112700,3.1075733399125000,7.89499815615473,1.9005650492280100,8.301254919323160,3.529447306491140,3.123326223389870,-28.5625,807.6875,-459.8125
L,-5.66535275895774,-1.9167328048966700,-7.581244439916800,-1.5495145983141900,-6.509160384811420,-5.184693289637770,-3.6850503051470100,-6.0,796.375,-476.1875
L,3.562136112300780,-1.3350943197360800,6.71110987500615,-0.2959161415320410,3.9189276647694300,4.2038827742835200,3.5953606097448000,-14.8125,785.625,-490.375
L,-4.857299848449770,-0.06389938825069480,-5.9244728071477300,0.0971828009399178,-1.5699715697782700,-3.3764732406322600,-5.937616574226670,-21.625,790.5625,-487.25
L,6.85267843072857,1.7738094005484100,8.008753789796720,1.3631429488215200,0.18284550736234200,2.1489538844863500,4.763620827079310,20.0625,786.8125,-488.4375
L,-2.022423121193120,-0.3870392051325410,-2.9058042518281700,1.5511159009567200,2.831995465167790,0.8123870147153260,-0.3822258683017400,46.0625,784.75,-491.0625
L,-3.1922192279736200,-0.5501246206252600,-2.7483475175745700,-4.2228381504012100,-6.1673371867882,-0.19194421830415100,0.27224649847174800,11.375,796.5,-477.25
L,4.75056087518553,1.1382507514689100,3.778519994306700,3.773899185962090,5.771394342006770,0.1805979543677270,-0.16594033390493800,-17.625,782.375,-502.3125
L,-6.111229365300330,-1.01000356216427,-8.906917030084070,-5.398605427635220,-8.665691590859590,-3.0195812919422300,-1.8750493929626200,2.0,786.0625,-492.9375
L,0.72021068930218,-2.5706664326403100,5.838841136938140,2.032479092510900,7.224497046093950,1.3490529269706700,-0.28130065760254300,4.3125,769.1875,-512.5
L,-1.136541203669460,0.30651981203227700,-4.110563693874640,-0.5645047874344250,-3.568399729678840,-0.3722214868246290,0.5332136755114620,49.5,774.25,-497.625
L,5.294287659283020,3.278429652995380,6.300382085113850,1.3556604737386800,2.5061491824206400,1.2808689633257200,-1.0712967232575000,8.25,784.0,-492.5625
L,-6.60157633436234,-3.887473746690930,-6.5411128292865,-0.4343605344911880,-1.2137621613419700,-0.5543753366556760,1.5792914319288300,9.6875,788.0,-487.0
L,9.947865551417840,6.524702286379350,11.024287216018700,3.8759798791925000,3.9481104539545500,1.1372810114411100,0.905900213096018,21.8125,770.5,-516.375
L,-9.948925361974580,-7.756449434452710,-9.08643605797252,-4.124959158691620,-1.2875474749192500,-2.333285700294010,-6.0712410868838100,23.625,798.0625,-466.8125
L,4.606344340587580,5.727507067314450,2.0553231228048500,0.8802565728901250,-4.9126858267530500,0.7207167116417580,8.528910393423900,3.0625,783.6875,-500.375
L,-0.4436771780412040,-2.65117656396736,0.864556556045585,0.553168335871718,6.222937687778020,0.09252431263005790,-4.937587675560550,-1.5,791.625,-482.875
L,-0.4969898043802970,0.41082235124717000,-2.757622954434000,-0.4733543498666210,-7.082086648105010,0.52724409397202,5.512815356694850,16.125,791.0625,-487.1875
R,-3.5667105203713400,-4.661539428077920,0.1710528257740760,-4.164880709893300,3.247997607173660,-1.9999980073380400,-8.974613665001350,0.0,804.1875,-469.3125
R,12.670617147509900,13.60947522301480,8.156812772903450,9.055484425853990,6.161534776845380,5.493173195698980,5.712433758811000,-12.5,818.625,-440.1875
R,-12.971290448443300,-10.197846458589600,-9.956612771707540,-8.241347256470970,-5.580762048868620,-7.229713209413660,-0.8743511019336910,-3.3125,812.6875,-460.5
R,6.21228850420432,1.8312986034730100,5.202534155555690,5.351530645246000,-3.4923081964361300,4.933886888210010,1.1309496148858700,23.8125,786.25,-482.25
R,-0.5431342474132250,1.5042619245065500,0.7706573957731370,-0.22128444863147700,9.67919284773141,-0.5276716531943440,0.5664350042783290,0.5,753.4375,-538.6875
R,-3.7414868184919000,-3.8654063429864000,-5.079947309445600,-3.82888044904489,-7.584458149028910,-2.6923339666359400,-1.2109468032811600,16.0,749.125,-542.8125
R,7.897315617179690,2.941125399040550,7.619667980508720,6.493876993755020,0.39942700273165100,4.839785185298470,1.0306820449449300,23.0625,752.25,-535.3125
R,-6.667206393449270,-0.3094497021380150,-5.933916998588310,-5.384749795745290,2.2940364252682200,-3.596726596855770,-2.7473250021101700,24.0,743.625,-551.0
R,1.6623372617920000,-2.401335055108390,1.9831947792663200,2.0784717844321300,-3.3096097861752800,2.5419013135425300,4.237406801202780,20.0,749.875,-532.6875
R,0.7747090562332140,4.901085930155860,0.057923386619405800,0.03570423563614350,5.36147020919287,-2.064275479052080,-2.5260926399722900,23.25,752.4375,-539.6875
R,-4.47634281324655,-4.969064981991260,-2.8937672727240800,-2.2279229977149700,-3.220240968969190,-1.5091884578231800,-3.108819920014410,19.0625,760.375,-527.875
R,8.12689676470789,4.159832670921600,4.5077415772768600,3.602197371373620,-2.0791003005524300,4.072066178802380,4.724462350472020,32.375,734.4375,-551.125
R,-3.4728070089360400,-4.020750998019140,-4.324368678097550,-5.910656749213540,2.2183221593708600,-4.066860863585660,-5.292157276145080,47.875,720.6875,-583.4375
R,-12.737995088878200,4.825691778435120,2.590172256733700,5.632492853655040,1.8754504676297900,3.4528613819549700,7.447459769143640,63.0,728.75,-562.8125
R,13.012343125045200,-5.960594887737040,-1.1355374842757400,-2.121829366881640,-6.745311475840310,-1.0867502035209300,-5.217799542920760,53.1875,760.5,-525.1875
R,-4.380166019338170,0.32498621755313800,-1.9999491131383700,-4.451827571736300,4.480478698379310,-4.581784635294400,-3.7679782894655000,59.6875,719.1875,-578.25
R,0.687151482903093,1.8510172106151100,2.651182994664050,5.356497799650630,-0.5922432520763400,5.3724040072037,8.364760201279600,25.1875,756.75,-526.5
R,4.415365889934340,0.7065835476541990,1.0068401005166200,-0.19208151562285500,2.2394670197015900,-0.8073411548523860,-0.0379335298861879,12.125,756.25,-536.625
R,-2.3021270698362400,1.775798066948710,-2.4770535212302500,-1.4548231934275700,0.5837281222139730,-2.6076967920492900,-13.126040181582300,57.8125,737.625,-556.6875
R,-5.137583257057590,-3.6407893848827200,-0.5467431105939470,0.1766389511376030,-6.137504011276460,2.824602725014130,9.922618040839320,29.6875,769.4375,-499.75
R,7.292523623196730,6.997958521598830,6.589756868015670,4.511599701110470,11.50503291579760,1.5640998665419600,3.771577969304080,47.8125,743.875,-552.0625
R,-1.5529483492993200,-10.453909489170300,-9.17576386978569,-8.410985725021810,-9.79649603743272,-5.122217569453400,-7.434970502665170,47.25,757.8125,-532.8125
R,7.106219654729040,12.787103039029600,10.262320350424000,10.909713345180300,6.178167364105720,7.433898703037060,6.990353272325510,19.1875,763.5625,-510.3125
R,-8.158987032989660,-6.714241587362330,-5.005561006880490,-6.9476672549157000,-1.7776379223353100,-5.717201319514940,-2.868651605152330,20.1875,737.875,-558.8125
R,-1.1085654903310500,-0.15761032613755700,-1.8423624221654800,0.09104551026115350,-1.4148968778360000,-0.6341782266670860,-1.4845658889793600,37.0,740.75,-547.3125
R,9.090133781111040,3.0311870088293800,4.18387830878195,3.4600384510642400,-4.981920024011570,4.717295901803500,5.965904657022530,13.375,776.625,-509.25
R,-13.293547930126500,-8.069934559759190,-7.915474582421390,-8.978243225598520,4.2846739079788100,-8.076931068667330,-9.886569862336380,53.875,735.25,-556.4375
R,4.935771957775100,3.320305786400110,3.9363830189250700,7.083395182751030,-0.9801649194322720,4.945594905332190,3.9527602413707600,31.6875,770.5625,-508.4375
R,9.795416015153520,10.713209794353300,7.432145014137420,4.831524255946210,6.593961969938010,5.837434625045160,7.583831167757650,37.8125,811.5,-446.0
R,-18.310430096044900,-16.622963224926400,-13.971753976940400,-12.771278343545600,-8.288205050873010,-12.60485751125170,-16.35759965745280,28.6875,772.25,-518.875
R,15.062424463402100,13.068222014340000,13.03855948148070,12.681969866970000,3.150207297054920,14.665844080036800,17.82512297402390,16.9375,756.0625,-518.8125
R,-4.8906644635064,-5.197515864988340,-4.491178479112630,-4.812194628329380,6.77592080672263,-9.406726306817710,-7.613983722899920,11.875,782.5625,-497.3125
R,-7.302415004190730,-6.213591984872880,-7.139335038830410,-6.4328629449729200,-9.585381518474550,-2.8632159506962700,-8.616514692289960,53.6875,780.0,-504.1875
R,13.677481969166100,11.469176233596900,12.881439373499300,12.075789927668000,4.34857515332165,12.139165752478200,18.230281333698300,66.25,778.6875,-468.125
R,-7.203044756893500,-5.197079104007140,-7.803160928190440,-7.460020319448360,0.8922692116711790,-8.640470398177280,-9.668409187914870,34.6875,771.875,-520.5
R,-1.6348342761663500,0.34635768247578800,1.981450173278410,1.262051951557890,-1.1564048295942600,1.060020864754760,0.44098963303700300,-0.3125,773.6875,-508.625
R,5.1852627507168700,0.37316012418762400,0.19186011445186300,2.1296552364622400,-4.855118961597120,2.6410370489060300,2.976668448237380,12.8125,791.5625,-478.3125
R,-4.9873579947891900,-3.3359379187699200,-3.0283327353304800,-5.818630439013270,4.656972471266440,-5.498068441937180,-8.461755808068050,51.9375,776.1875,-504.875
R,-2.260416000383810,0.8295740653445490,0.5793451689517700,2.9515719787808400,-3.071123793249550,2.013836820874760,6.663939731062920,17.5625,789.4375,-485.1875
R,4.651789297087280,-0.6362553348799700,0.006673908954045370,-0.7154485830962830,1.0130419510801400,1.0327921852459200,-2.2022365315763400,-0.8125,795.3125,-473.625
R,-2.0112528087741800,2.4142390568506,-1.1443756906685400,-1.5510106635980100,1.0261938128553100,-5.082626435805920,-6.849485843853290,44.0,771.375,-515.1875
R,3.985514479895740,0.44868525797157900,5.277402378593820,6.704798957357420,-0.5388588486659480,10.773236878190300,13.323565800546600,45.6875,774.25,-490.625
R,3.403058471295340,7.5048668993870400,0.2358926169834450,-1.4752183054491200,7.848574833012030,-7.012742645692160,-7.702414748193900,40.3125,775.3125,-503.6875
R,-11.264888633399300,-13.210022637446900,-6.245746524566300,-6.011867080243640,-9.985121197668070,-1.471236785830930,-4.324794853234380,-19.0625,798.875,-477.5625
R,6.5564173680528600,3.914524831648410,2.7026038442737600,3.7551006950534900,-5.166324397886140,3.155159206546250,6.0610592393858000,33.375,789.0,-480.25
N,-5.7628308846255800,-3.285809834021080,-4.522223082581420,-6.231751483581370,6.9848390747532700,-5.762392982049090,-7.4963421880852,84.0625,760.3125,-519.6875
N,1.7525312992396200,1.9865459828530200,4.925389733237910,5.322418325310850,0.3803118869516250,4.301187167749860,6.0262295144379500,45.0625,780.0,-492.3125
N,5.444915702220870,2.8939639813379700,2.7991974343863100,1.6933999829383400,0.6050461092947750,2.6415683645213600,2.916303748844910,46.5625,753.125,-528.75
N,-14.691472973668900,-7.718368642437300,-12.264786484878500,-7.400284426130000,-4.424042367071210,-8.978522555101850,-0.40838423943777400,47.0625,765.0625,-511.3125
N,31.31737262973630,19.21773315671560,23.787773146971900,19.05396238814280,14.144400868474800,17.63941808841020,7.211197846225460,43.0625,765.5,-512.0
N,-33.94771036150510,-22.537039460447700,-25.781189297922600,-22.67420173572860,-17.90610540440510,-17.963562418447100,-12.097255816396600,38.0,745.3125,-545.8125
N,20.890489802432,15.438414516619100,16.31825391063270,13.943251064784400,11.983725026155200,9.700738023845930,6.300629726339010,31.8125,738.1875,-557.5
N,-18.176502143640900,-13.717676457339600,-14.12497374244690,-11.965349414103600,-10.822402460111300,-9.064310776276470,-6.916035156054810,42.6875,751.0625,-534.4375
N,12.463293313438900,7.2300318587904500,10.99432894631510,8.304269157111100,6.717752296434550,9.27974937288646,4.1856008448427300,58.25,752.8125,-530.75
N,12.627215045225600,9.743850442204810,6.287074840814990,6.817124456316080,5.461883205523900,3.73743100595644,4.151239662585590,48.125,747.8125,-541.625
N,-17.793833749611800,-12.185843130942000,-9.706237653180130,-8.8166048772106,-6.7655503249913400,-7.032006613027600,-5.089293855207750,43.9375,751.9375,-531.875
N,5.787942778365090,4.125149439237210,2.5268515473672300,2.0565145659165700,1.866205858665240,0.388983227266855,-0.14764200007721700,45.8125,760.8125,-517.0625
N,8.849621287817680,4.545267462687210,7.0403671839306900,6.011869217067180,3.079031162824090,8.36973597999439,8.506003674960360,50.375,759.1875,-522.0
N,-17.71531472667850,-8.932588160412200,-13.633987875400100,-11.1943472276795,-5.589512179564450,-14.581523511238400,-13.43974291323330,47.0,756.125,-524.875
N,15.301560236775200,8.33142422661261,13.489789235861800,10.231387710218800,5.590480098740530,14.704945920873100,12.915210395387500,43.4375,760.8125,-519.625
N,-9.667248354847410,-5.3381504751995100,-10.081039825929700,-6.614138306303420,-4.774275230725730,-9.544632137855020,-9.23006455211827,40.25,763.0,-517.0
N,-2.751441705306850,-1.8998848299865500,-0.7917023508537190,-2.315137283021150,-1.6367698710088300,-0.8879916424421040,2.57095268299472,43.9375,762.25,-517.25
N,13.960057525999800,6.948772608499350,10.509816609891100,9.255837767383960,5.9169161099878000,7.589714645058520,0.5580258414302010,41.1875,762.0,-516.4375
